glClearAccum(floatfloatfloatfloat),GL11
glGetLightf(intint),GL11
glVertex4s(shortshortshortshort),GL11
glInterleavedArrays(intintDoubleBuffer),GL11
glTexSubImage2D(intintintintintintintintshort[]),GL11
glColor4uiv(IntBuffer),GL11
glTexCoord4fv(FloatBuffer),GL11
glTexSubImage1D(intintintintintintByteBuffer),GL11
glGetInteger(int),GL11
glHint(intint),GL11
glDrawElements(intByteBuffer),GL11
glTexCoord2s(shortshort),GL11
glGetTexParameteri(intint),GL11
glTexParameteri(intintint),GL11
glGetTexParameterf(intint),GL11
glReadPixels(intintintintintintlong),GL11
glTexCoord3dv(double[]),GL11
glTexSubImage1D(intintintintintintlong),GL11
glMapGrid2d(intdoubledoubleintdoubledouble),GL11
glMultMatrixf(float[]),GL11
glMap2d(intdoubledoubleintintdoubledoubleintintDoubleBuffer),GL11
glReadPixels(intintintintintintint[]),GL11
glPrioritizeTextures(int[]float[]),GL11
glTexCoord2i(intint),GL11
glRasterPos3sv(ShortBuffer),GL11
glRasterPos3f(floatfloatfloat),GL11
glRasterPos3s(shortshortshort),GL11
glCullFace(int),GL11
glPassThrough(float),GL11
glEvalCoord1f(float),GL11
glGetTexImage(intintintintDoubleBuffer),GL11
glVertex2d(doubledouble),GL11
glVertex3sv(ShortBuffer),GL11
glTexImage1D(intintintintintintintDoubleBuffer),GL11
glRasterPos2dv(DoubleBuffer),GL11
glPolygonOffset(floatfloat),GL11
glFeedbackBuffer(intFloatBuffer),GL11
glVertex4dv(DoubleBuffer),GL11
glPolygonStipple(ByteBuffer),GL11
glPixelMapuiv(intint[]),GL11
glLogicOp(int),GL11
glMap1f(intfloatfloatintintfloat[]),GL11
glTexEnvfv(intintfloat[]),GL11
glClearDepth(double),GL11
glPixelMapusv(intshort[]),GL11
glReadPixels(intintintintintintByteBuffer),GL11
glLightModeli(intint),GL11
glTexEnvi(intintint),GL11
glEdgeFlagPointer(intlong),GL11
glVertex3d(doubledoubledouble),GL11
glRects(shortshortshortshort),GL11
glDrawPixels(intintintintint[]),GL11
glTexCoord2sv(short[]),GL11
glInterleavedArrays(intintint[]),GL11
glDrawPixels(intintintintlong),GL11
glAreTexturesResident(IntBufferByteBuffer),GL11
glMap2f(intfloatfloatintintfloatfloatintintfloat[]),GL11
glRasterPos4i(intintintint),GL11
glGetTexEnvfv(intintfloat[]),GL11
glTexImage2D(intintintintintintintintShortBuffer),GL11
glColor3ubv(ByteBuffer),GL11
glPopName(),GL11
glFrontFace(int),GL11
glTexCoordPointer(intintintShortBuffer),GL11
glLoadMatrixd(double[]),GL11
glTexCoord1fv(FloatBuffer),GL11
glGetDoublev(intDoubleBuffer),GL11
glVertexPointer(intintintIntBuffer),GL11
glVertexPointer(intintintlong),GL11
glRotatef(floatfloatfloatfloat),GL11
glPixelMapuiv(intIntBuffer),GL11
glNormal3iv(IntBuffer),GL11
glCallLists(ShortBuffer),GL11
glTexGenfv(intintFloatBuffer),GL11
glPushClientAttrib(int),GL11
glLineStipple(intshort),GL11
glNormal3fv(FloatBuffer),GL11
glLoadMatrixf(FloatBuffer),GL11
glVertex2fv(float[]),GL11
glFlush(),GL11
glGetTexImage(intintintintShortBuffer),GL11
glLineWidth(float),GL11
glVertex3dv(DoubleBuffer),GL11
glDepthFunc(int),GL11
glGetMaterialfv(intintFloatBuffer),GL11
glMap1d(intdoubledoubleintintdouble[]),GL11
glStencilOp(intintint),GL11
glRasterPos3dv(DoubleBuffer),GL11
glTexEnvfv(intintFloatBuffer),GL11
glTexImage2D(intintintintintintintintdouble[]),GL11
glIndexs(short),GL11
glFogiv(intint[]),GL11
glDrawPixels(intintintintFloatBuffer),GL11
glColor3fv(FloatBuffer),GL11
glTexCoord1f(float),GL11
glColorPointer(intintintShortBuffer),GL11
glGenTextures(IntBuffer),GL11
glVertex4iv(int[]),GL11
glRasterPos2s(shortshort),GL11
glRasterPos2sv(short[]),GL11
glColor4d(doubledoubledoubledouble),GL11
glTexCoord3sv(short[]),GL11
glTexCoord2fv(float[]),GL11
glTexSubImage1D(intintintintintintint[]),GL11
glLightModelfv(intfloat[]),GL11
glEndList(),GL11
glTexSubImage2D(intintintintintintintintlong),GL11
glNormalPointer(intintlong),GL11
glDeleteLists(intint),GL11
glNormalPointer(intintShortBuffer),GL11
glTexParameteriv(intintint[]),GL11
glGetIntegerv(intint[]),GL11
glTexSubImage1D(intintintintintintdouble[]),GL11
glIndexiv(int[]),GL11
glReadPixels(intintintintintintfloat[]),GL11
glRasterPos2i(intint),GL11
glColor4ubv(ByteBuffer),GL11
glPixelTransferi(intint),GL11
glPixelTransferf(intfloat),GL11
glColor3uiv(IntBuffer),GL11
glVertex4sv(ShortBuffer),GL11
glRasterPos2iv(IntBuffer),GL11
glDeleteTextures(int[]),GL11
glColor4sv(short[]),GL11
glNormal3bv(ByteBuffer),GL11
glNormalPointer(intintByteBuffer),GL11
glColor4fv(float[]),GL11
glRasterPos2d(doubledouble),GL11
glGetPointerv(intPointerBuffer),GL11
glColor4f(floatfloatfloatfloat),GL11
glGetFloat(int),GL11
glIndexub(byte),GL11
glBitmap(intintfloatfloatfloatfloatlong),GL11
glEvalMesh2(intintintintint),GL11
glPolygonStipple(long),GL11
glColor3dv(DoubleBuffer),GL11
glTexImage2D(intintintintintintintintFloatBuffer),GL11
glIndexiv(IntBuffer),GL11
glTexCoord3iv(int[]),GL11
glRectiv(int[]int[]),GL11
glDrawArrays(intintint),GL11
glMultMatrixd(DoubleBuffer),GL11
glRasterPos4s(shortshortshortshort),GL11
glGetPolygonStipple(ByteBuffer),GL11
glNormal3dv(DoubleBuffer),GL11
glVertex2sv(short[]),GL11
glPushName(int),GL11
glBlendFunc(intint),GL11
glGetTexGendv(intintdouble[]),GL11
glGetTexLevelParameteriv(intintintint[]),GL11
glRectiv(IntBufferIntBuffer),GL11
glTexCoord1iv(IntBuffer),GL11
glColor3uiv(int[]),GL11
glTexCoord1d(double),GL11
glTexImage3D(intintintintintintintintintfloat[]),GL12
glDrawRangeElements(intintintByteBuffer),GL12
glDrawRangeElements(intintintintByteBuffer),GL12
glTexSubImage3D(intintintintintintintintintintshort[]),GL12
glCopyTexSubImage3D(intintintintintintintintint),GL12
glTexSubImage3D(intintintintintintintintintintFloatBuffer),GL12
glTexImage3D(intintintintintintintintintByteBuffer),GL12
glTexSubImage3D(intintintintintintintintintintint[]),GL12
glTexImage3D(intintintintintintintintintDoubleBuffer),GL12
glTexSubImage3D(intintintintintintintintintintDoubleBuffer),GL12
glTexImage3D(intintintintintintintintintdouble[]),GL12
glTexImage3D(intintintintintintintintintlong),GL12
glTexSubImage3D(intintintintintintintintintintlong),GL12
glTexSubImage3D(intintintintintintintintintintfloat[]),GL12
glDrawRangeElements(intintintShortBuffer),GL12
glDrawRangeElements(intintintIntBuffer),GL12
glTexSubImage3D(intintintintintintintintintintIntBuffer),GL12
glTexImage3D(intintintintintintintintintshort[]),GL12
glTexSubImage3D(intintintintintintintintintintdouble[]),GL12
glDrawRangeElements(intintintintintlong),GL12
glTexImage3D(intintintintintintintintintShortBuffer),GL12
glTexImage3D(intintintintintintintintintIntBuffer),GL12
glTexSubImage3D(intintintintintintintintintintShortBuffer),GL12
glTexSubImage3D(intintintintintintintintintintByteBuffer),GL12
glTexImage3D(intintintintintintintintintFloatBuffer),GL12
glTexImage3D(intintintintintintintintintint[]),GL12
glMultiTexCoord4iv(intint[]),GL13
glSampleCoverage(floatboolean),GL13
glMultiTexCoord2i(intintint),GL13
glMultiTexCoord4iv(intIntBuffer),GL13
glMultiTexCoord4sv(intShortBuffer),GL13
glMultiTexCoord2iv(intint[]),GL13
glMultiTexCoord1dv(intdouble[]),GL13
glLoadTransposeMatrixd(DoubleBuffer),GL13
glMultiTexCoord2sv(intshort[]),GL13
glMultiTexCoord3f(intfloatfloatfloat),GL13
glMultiTexCoord4fv(intFloatBuffer),GL13
glMultiTexCoord1f(intfloat),GL13
glCompressedTexSubImage3D(intintintintintintintintintintlong),GL13
glMultiTexCoord1fv(intFloatBuffer),GL13
glMultiTexCoord2dv(intdouble[]),GL13
glMultiTexCoord3s(intshortshortshort),GL13
glMultiTexCoord3d(intdoubledoubledouble),GL13
glMultiTexCoord4sv(intshort[]),GL13
glMultTransposeMatrixf(FloatBuffer),GL13
glCompressedTexSubImage3D(intintintintintintintintintByteBuffer),GL13
glMultiTexCoord2s(intshortshort),GL13
glGetCompressedTexImage(intintByteBuffer),GL13
glMultiTexCoord3i(intintintint),GL13
glMultiTexCoord1d(intdouble),GL13
glCompressedTexImage3D(intintintintintintintintlong),GL13
glLoadTransposeMatrixf(FloatBuffer),GL13
glClientActiveTexture(int),GL13
glCompressedTexImage2D(intintintintintintByteBuffer),GL13
glMultiTexCoord1s(intshort),GL13
glMultiTexCoord3sv(intShortBuffer),GL13
glMultiTexCoord1sv(intshort[]),GL13
glMultiTexCoord1sv(intShortBuffer),GL13
glMultiTexCoord2iv(intIntBuffer),GL13
glCompressedTexSubImage1D(intintintintintintlong),GL13
glMultiTexCoord4s(intshortshortshortshort),GL13
glMultiTexCoord2fv(intfloat[]),GL13
glLoadTransposeMatrixd(double[]),GL13
glMultiTexCoord4d(intdoubledoubledoubledouble),GL13
glMultiTexCoord3iv(intIntBuffer),GL13
glMultiTexCoord3iv(intint[]),GL13
glMultiTexCoord1iv(intIntBuffer),GL13
glMultiTexCoord4fv(intfloat[]),GL13
glMultiTexCoord1iv(intint[]),GL13
glMultTransposeMatrixd(DoubleBuffer),GL13
glCompressedTexSubImage1D(intintintintintByteBuffer),GL13
glMultiTexCoord2sv(intShortBuffer),GL13
glMultiTexCoord1dv(intDoubleBuffer),GL13
glMultiTexCoord4f(intfloatfloatfloatfloat),GL13
glMultiTexCoord4dv(intdouble[]),GL13
glMultiTexCoord2f(intfloatfloat),GL13
glMultiTexCoord2fv(intFloatBuffer),GL13
glCompressedTexImage2D(intintintintintintintlong),GL13
glMultiTexCoord3dv(intdouble[]),GL13
glCompressedTexImage3D(intintintintintintintByteBuffer),GL13
glMultiTexCoord3fv(intfloat[]),GL13
glMultiTexCoord1fv(intfloat[]),GL13
glMultiTexCoord2dv(intDoubleBuffer),GL13
glGetCompressedTexImage(intintlong),GL13
glMultiTexCoord3fv(intFloatBuffer),GL13
glMultiTexCoord1i(intint),GL13
glCompressedTexImage1D(intintintintintintlong),GL13
glActiveTexture(int),GL13
glCompressedTexSubImage2D(intintintintintintintintlong),GL13
glMultTransposeMatrixd(double[]),GL13
glLoadTransposeMatrixf(float[]),GL13
glMultiTexCoord4i(intintintintint),GL13
glMultiTexCoord3dv(intDoubleBuffer),GL13
glCompressedTexImage1D(intintintintintByteBuffer),GL13
glMultiTexCoord3sv(intshort[]),GL13
glMultiTexCoord2d(intdoubledouble),GL13
glMultTransposeMatrixf(float[]),GL13
glCompressedTexSubImage2D(intintintintintintintByteBuffer),GL13
glMultiTexCoord4dv(intDoubleBuffer),GL13
glSecondaryColor3uiv(IntBuffer),GL14
glWindowPos2sv(ShortBuffer),GL14
